;Company;Symbol;ISIN;WKN
1979;COMS.-MSCI EM.M.T.U.ETF I;E127;LU0635178014;000ETF127
1980;XTR.II GER.GOV.BD 1C;X03G;LU0643975161;000DBX0KA
1981;XTR.II EUROZ.GOV.BD 1D;X03F;LU0643975591;000DBX0KC
1982;COMST.-F.A.Z.IDX U.ETF I;C006;LU0650624025;000ETF006
1983;XTR.MSCI SINGAPORE 1CDL;XBAS;LU0659578842;000DBX0KG
1984;XTR.ATX 1CEO;XB4A;LU0659579063;000DBX0KJ
1985;XTR.MSCI PAKIST.SWAP 1CDL;XBAK;LU0659579147;000DBX0KK
1986;XTR.MSCI BANGL.SWAP 1CDL;XBAN;LU0659579220;000DBX0KL
1987;XTR.MSCI WORLD SWAP 4CEOH;XWEH;LU0659579733;000DBX0KQ
1988;XTR.MSCI JAPAN 4CEOH;XMK9;LU0659580079;000DBX0KT
1989;UBS-ETF-MSCI EMU S.C.EOAD;UEFD;LU0671493277;000A1JHNE
1990;C.MSCIEM.2XD.L.T.U.ETF I;C128;LU0675401409;000ETF128
1991;XTR.II GBL GOV.BD 1DEOH;XGVD;LU0690964092;000DBX0MF
1992;OSS. EM MV UC. ETF 1C EO;OSX9;LU0705291903;000A1JPU9
1993;UBS-BB.US1-3YTB.UETF DLAD;UEFF;LU0721552544;000A1JRC9
1994;UBS-BB.US710Y.TBUETF DLAD;UEFI;LU0721552973;000A1JRDC
1995;UBS-MK.IB.EO G.1-3 EOAD;UEFL;LU0721553351;000A1JRDF
1996;UBS-ETF-M.IB.EO LI.C.EOAD;UEFR;LU0721553864;000A1JRDL
1997;XTR.II GER.GOV.BD7-10 1DE;XG71;LU0730820569;000DBX0MJ
1998;GRAND CITY PROPERT.EO-,10;GYC;LU0775917882;000A1JXCV
1999;XTR.CSI300 SWAP 1C;XCHA;LU0779800910;000DBX0M2
2000;OSS.WORLD MV UC. ETF 1CDL;OSXA;LU0799656698;000A1J2XZ
2001;XTR.II EUR COV.BD SWAP 1C;XLIQ;LU0820950128;000DBX0ND
2002;MUL-LYX.S+P500VFER UE A;VOOL;LU0832435464;000LYX0PM
2003;MUL-LY.SG G.Q.I.N.UE DE;LGQI;LU0832436512;000LYX0PP
2004;XTR.FTSE 100 1C;XDUK;LU0838780707;000DBX0NF
2005;XTR.NIKKEI 225 1D;XDJP;LU0839027447;000DBX0NJ
2006;XTR.MSCI EMU 1D;XD5E;LU0846194776;000DBX0GJ
2007;COMS.-SP S.40IN.T.U.ETF I;E129;LU0860821874;000ETF129
2008;EUROPE SECTORTREND R;ES5R;LU0861095221;000A1J9GW
2009;XTR.HARVEST CSI300 1D;RQFI;LU0875160326;000DBX0NK
2010;OSS.R.W.E.C. UC.ETF 1CEO;OSXC;LU0876440578;000A1T7ML
2011;UBS-E.-SBI F.AAA-BBB1-5AD;UEFY;LU0879397742;000A1H9GF
2012;UBS-E.SBI F.AAA-BBB5-10AD;UEFZ;LU0879399441;000A1H9GG
2013;LY.I.-L.S.EU.600DR UETF A;LYP6;LU0908500753;000LYX0Q0
2014;LYXOR I.-E.ST.300 UETF A;LGQG;LU0908501058;000LYX0Q1
2015;XTR.II GLOBAL GOV.BD 5C;XG7S;LU0908508731;000DBX0NM
2016;XTR.II GL.INF.-LINK.BD 5C;XGIU;LU0908508814;000DBX0NN
2017;XTR.II IB.E.G.B.YP.1-3 1C;XYP1;LU0925589839;000DBX0K7
2018;UBS-E.-M.EMU H.T.DL ADDL;FRCA;LU0937835576;000A1W2HB
2019;XTR.II GBL AGG.BD SWAP 1D;XBAG;LU0942970103;000DBX0NV
2020;XTR.II GBL AGG.B.SW.5CEOH;XBAE;LU0942970798;000DBX0NZ
2021;C.S.-FTSE CHINA A50 U.E.I;C024;LU0947415054;000ETF024
2022;BNPPE.-F.E./N.E.C.UECEO;EEAA;LU0950381748;000A1W15E
2023;UBS-E.-M.UK H.TO EO AAEO;UEF3;LU0950671239;000A1W3AF
2024;UBS-E.-M.JP.H.TO EO AAEO;UEF2;LU0950672476;000A1W3B7
2025;UBS-ETF-MSCI WLD.S.R.AADL;SEAC;LU0950674332;000A1W3CQ
2026;XTR.II IB.E.G.B.YP.S.2CDH;XHYP;LU0952581402;000DBX0N2
2027;XTR.II JAPAN GOV.BD 1C;XJSE;LU0952581584;000DBX0N3
2028;XTR.II IB.E.G.B.Y.P.S. 1D;XYPD;LU0962071741;000DBX0N8
2029;XTR.II GL.INF.-LINK.BD 1D;XGII;LU0962078753;000DBX0N9
2030;XTR.II IB.GE.CO.BD SW. 1D;XBCD;LU0962081203;000DBX0PA
2031;XTR.II EUR.AAA G.B SW. 1D;XBAI;LU0975326215;000DBX0PF
2032;XTR.II IB.E.G.B.YP.1-3 1D;XY1D;LU0975334821;000DBX0PE
2033;XTR.SPAIN 1DEO;XESD;LU0994505336;000DBX0K8
2034;COMSTAGE-MDAX UCITS ETF I;C007;LU1033693638;000ETF007
2035;C.MSCI JAP.100P.D.HD EO I;C025;LU1033694107;000ETF025
2036;C.-S+P 500 EO D.HD N.TR I;C014;LU1033694362;000ETF014
2037;UBS-ETF-MSCI E.MA.S.R.ADL;UEF5;LU1048313891;000A110QD
2038;UBS-BBEALC1-5Y.UETF AEO;UEF6;LU1048314196;000A110QF
2039;UBS-BBUSLC1-5YUETF ADL;UEF7;LU1048314949;000A110QP
2040;UBS-BBUSLC1-5YUETF AEOH;UEF8;LU1048315243;000A110QS
2041;UBS-B.B.US L.C.UETF ADL;UEF9;LU1048316647;000A110Q5
2042;UBS-B.B.US L.C.UETF AEOH;UEF0;LU1048317025;000A110Q8
2043;STABILUS S.A. INH. EO-,01;STM;LU1066226637;000A113Q5
2044;3W POWER S.A. EO -,01;3W9K;LU1072910919;000A114Z9
2045;OSS.S.B.US S.V.T U.ETF1CE;USCP;LU1079841273;000A116QV
2046;OSS.S.B.EU.S.V.T U.ETF1CE;EUPE;LU1079842321;000A116QX
2047;OSS.(L)-OSMAIGESC ETF1CEO;OSXF;LU1093307442;000A11894
2048;XTR.II HARV.CH.GOV.BD 1D;CGB;LU1094612022;000DBX0PN
2049;COMST.-MSCI ITALY TRN I;C032;LU1104574725;000ETF032
2050;COMST.-MSCI SPAIN TRN I;C033;LU1104577314;000ETF033
2051;COMST.-SHORTMDAX TR UCI.I;E044;LU1104582231;000ETF044
2052;XTR.II EO H.YLD BD1-3S.1D;XHY1;LU1109939865;000DBX0PP
2053;XTR.II EO H.YLD CORP.B.1D;XHYG;LU1109942653;000DBX0PR
2054;XTR.II EO H.YLD CORP.B.1C;XHYA;LU1109943388;000DBX0PS
2055;SI UC.-UC TH.R.B.E.C.B.UE;ECBD;LU1199448058;000A14PYG
2056;UBS-ETF-FA.MS.EMU QU EOAD;UIM2;LU1215451524;000A14XG5
2057;UBS-ETF-FA.MS.EMU PV EOAD;UIMZ;LU1215452928;000A14XG8
2058;UBS-ETF-FA.MS.EMU LV EOAD;UIMY;LU1215454460;000A14XHB
2059;UBS-ETF-F.M.EMU TSY EOAD;UIM8;LU1215455947;000A14XHE
2060;UBS-BBMSCIUSLCSUETF AAHEO;UET0;LU1215461325;000A14YV6
2061;UBS-ETF-MSCI JAP.S.R.ADYN;FRCJ;LU1230561679;000A14UX8
2062;XTR.MSCI EUROPE 1D;XIEE;LU1242369327;000DBX0P1
2063;ADO PROPERTIES S.A. NPV;ADJ;LU1250154413;000A14U78
2064;OSSIAM JAP.MV NR UETF1CEO;OSXJ;LU1254453738;000A140D8
2065;OSSIAM ISX EMVHD UETF1DEO;OSXN;LU1254455949;000A140EC
2066;UBS-ETF-MSCI JAP.SR AAEOH;U1FB;LU1273488715;000A14X32
2067;C-CBK 10Y US-T.FUT.TR E.I;E570;LU1275254636;000ETF570
2068;C-CBK 10Y US-T.FU.S.T.E.I;E571;LU1275254800;000ETF571
2069;C-CBK US-T.BD FUT.S.T.E.I;E572;LU1275255286;000ETF572
2070;C-CBK US-T.BD FU.D.SH.T.I;E573;LU1275255369;000ETF573
2071;CS.CO.C.EX-AG.M.E.H.ETF I;C099;LU1275255799;000ETF099
2072;UBS ETF-MSCI US.S.R.ADEOH;UET1;LU1280303014;000A14YUN
2073;MUL-LYX.PAN AFR.UCITS A;LGQM;LU1287022708;000LYX0V7
2074;MUL-LX.EUROM.5-7Y I.G. A;LYXC;LU1287023003;000LYX0VG
2075;MUL-LX.EUROM.7-10Y I.G. A;LYXD;LU1287023185;000LYX0VH
2076;MUL-LYX.EUROM.15+Y I.G. A;LYXF;LU1287023268;000LYX0VF
2077;MUL-LYX.EUROMTS HRM.- A;LYXA;LU1287023342;000LYX0VE
2078;LYXOR JPMORG.MUL.-F.E. A;LYX5;LU1290894820;000LYX0T7
2079;BNPPE.-F.E./N.D.E.UEQDDIS;EEP;LU1291091228;000A2ACQZ
2080;BNPPE-MSCI EM.EX CW UEEOC;EMKX;LU1291097779;000A2AL1R
2081;BNPPE.-MSCI E.M.SRI UECDL;ESRI;LU1291098314;000A2APND
2082;BNPPE-MSCI EMU X CW UECEO;EMUX;LU1291098827;000A2AL1W
2083;BNPPE-MSCI EUR.X CW UECEO;EEUX;LU1291099718;000A2AL1V
2084;BNPPE-MSCI EXUKXCW UECEO;EEXU;LU1291100664;000A2ADBR
2085;BNPPE-MSCI EU.SC.XCW UECE;EESM;LU1291101555;000A2AL1T
2086;BNPPE-MSCI JAP.EX CW UECE;EJAP;LU1291102447;000A2ADB6
2087;BNPPEMSCIKLD400USSRIUECDL;EKLD;LU1291103338;000A2AL1U
2088;BNPPE-MSCI N.AM.XCW UECEO;ENOA;LU1291104575;000A2ADB1
2089;BNPPE-MSCI PA.XJXCW.UECEO;PAC;LU1291106356;000A2ADBW
2090;BNPPE-MSCI UK EX CW UECEO;EMUK;LU1291107917;000A2ADCB
2091;BNPPE-MSCI WRLD XCW UECDL;EWRD;LU1291108642;000A2AL1S
2092;BNPPE.-NMX30 I.GL UECEO;XU61;LU1291109293;000A2ACQY
2093;BNP P.EASY-EN.+ME.E.R.CEO;GSDE;LU1291109616;000A2AE6P
2094;CORESTATE CAPITAL HLDG;CCAP;LU1296758029;000A141J3
2095;BOCI CBK-S.S.EX.50A I.AYD;BOC1;LU1306625283;000CDF1BC
2096;XTR.HARV.FTSE CH.A-H50 1D;AH50;LU1310477036;000DBX0P8
2097;UBS-BB.DL EM.S.UETF ADDL;UEFS;LU1324516050;000A1439E
2098;UBS-BB.DL.EMS.UETF HEOAA;FRCK;LU1324516308;000A1439H
2099;LYXOR JPMORG.MUL.-F.W. A;LYT3;LU1348962132;000LYX0U0
2100;SI U-UC TH.REU.B.E.C.BD D;ECBC;LU1372156916;000A2AEZ5
2101;BNPPE.-E.L.V.E.UECEO;VLEU;LU1377381717;000A2AL3Y
2102;BNPPE.-E.L.V.US UECEO;VLUS;LU1377381980;000A2AL3Z
2103;BNPPE.-E.MO.EU.UECEO;MOEU;LU1377382012;000A2AL30
2104;BNPPE.-E.QU.EU.UECEO;QUEU;LU1377382103;000A2AL31
2105;BNPPE.-E.VA.EU.UECEO;VALU;LU1377382285;000A2AL32
2106;BNPPE.-L.C.100.EU.UECEO;LCEU;LU1377382368;000A2DPX9
2107;SENVION S.A.     EUR -,01;SEN;LU1377527517;000A2AFKW
2108;BOCI CBK-S.S.EX.50A I.AED;C2BC;LU1377632572;000CDF2BC
2109;MUL-LYX.EO 2-10Y I.EX. A;EUIN;LU1390062245;000LYX0U6
2110;MUL-LYX.DL 10Y I.EX.UE A;UINF;LU1390062831;000LYX0U5
2111;XTR.II US TREASUR. 2DEOH;XUTE;LU1399300455;000DBX0QG
2112;MYBUCKS SA ORD.REG. EO 1;MBC;LU1404975507;000A2AJLT
2113;XTR.II DL AS.XJA.CO.BD 1D;ALQD;LU1409136006;000DBX0QJ
2114;MUL-L.C.T.R.C.C.C.E.A. A;CAMX;LU1435770406;000LYX0V2
2115;AIS-AMU.MSCI BRAZ.U.ETF C;540F;LU1437024992;000A2AQ5K
2116;ICBCCS W.T.S+P CN.500 BDL;ICW5;LU1440654330;000A2ANVN
2117;OSS.G.M.-A.R.-C.U.ETF1CEO;OSXM;LU1446552496;000A2ANVR
2118;MUL-LYX.US TIPS (DR) D;TIUP;LU1452600270;000LYX0VY
2119;UBS-B.B.TIP10+UETF ADDL;UIMB;LU1459802754;000A2APA5
2120;BNPPE.-BA.E.GO.ILAM UECEO;GOMA;LU1481200217;000A2DH5R
2121;BNPPE.-BA.US TREAS.UECDL;USTY;LU1481200308;000A2DH5S
2122;BNPPE.-E.L.V.E.UEDEO;VLED;LU1481201025;000A2DHWB
2123;BNPPE.-E.L.V.US UEDEO;VLUD;LU1481201298;000A2DHWC
2124;BNPPE.-E.L.V.US UECDL;VLUU;LU1481201371;000A2DHWD
2125;BNPPE.-E.MO.EU.UEDEO;MOED;LU1481201538;000A2DHWF
2126;BNPPE.-E.QA.EU.UEDEO;QUED;LU1481201611;000A2DHWH
2127;BNPPE.-E.VA.EU.UEDEO;VALD;LU1481201702;000A2DHWG
2128;BNPPE.-JPM GBI EMU UETFCE;JBEM;LU1481202692;000A2DH5P
2129;BNPPE.-M.IB.EO L.C.UETFCE;ELQC;LU1481202775;000A2DH5Q
2130;BNPPE-MSCI JA.X CW UEEOHC;EJAH;LU1481203070;000A2DJG1
2131;UBS-BBMSCIEALCSUETF ADEO;UIMC;LU1484799769;000A2AQ6D
2132;BNPPE.-E.L.V.GER.UECEO;LOVG;LU1547514593;000A2DPXG
2133;BNPPE.-IS.MUTBJQ150UEEOHC;ISTM;LU1547514676;000A2DPXF
2134;BNP P.EASY-E.M.E.R.UERHEO;EMEH;LU1547516291;000A2DU5K
2135;MUL-LYXOR GR.BD(DR) MHEOA;KLMH;LU1563454823;000LYX0WQ
2136;LY.I.-L.S.E.600DR UEMHEOD;STXH;LU1574142243;000LYX0WH
2137;LYX I.-L.MSCIEMU GR. D;LGWT;LU1598688189;000LYX0W2
2138;LI.-L.MSCI EMUSC UETF D;LGWU;LU1598689153;000LYX0W3
2139;LYX I.-L.MSCIEMU VA. D;LGWS;LU1598690169;000LYX0W4
2140;ARCELORMITTAL S.A. NOUV.;ARRD;LU1598757687;000A2DRTZ
2141;MA.-IST.MUTB JQ150 I.UETF;M9SQ;LU1598815121;000A2DP1Q
2142;UBS-ETF-MSCI EUROPE AAHEO;UIMF;LU1600334798;000A2DQDG
2143;AIS-A.I.EQ.GL.L.CAR.UEDIE;LWCR;LU1602144229;000A2DR4H
2144;AIS-A.I.MSCI EMU UETFDREO;AMED;LU1602144575;000A2DR4R
2145;AIS-A.I.MSCI JAP.UETFDREO;J1GR;LU1602144732;000A2DR4P
2146;AIS-A.M.MSCI PAC.XJPUEDIE;18MM;LU1602144906;000A2DR4M
2147;A.-A.I.E.G.M.S.A.S.B.UEDI;SM8T;LU1602145119;000A2DR4K
2148;BNPPE.-E.DIV.US UCITSETFC;DIUS;LU1615090278;000A2DU5G
2149;BNPPE.-E.DIV.EU.UCITSETFC;EDEU;LU1615090864;000A2DU5H
2150;BNPPE.-E.VAL.US UCITSETFC;EVUS;LU1615091243;000A2DU5J
2151;BNPPE-MSCI WRLD XCW UECEO;EMWE;LU1615092217;000A2DVEZ
2152;LOGWIN AG NAM. O.N.;TGHN;LU1618151879;000A2DR54
2153;U.-B.B.E.I.L.1-10U.E.EOAD;FRC3;LU1645380368;000A2DUGB
2154;UBS-B.BA.E.I.L.10+ U.EOAD;FRC4;LU1645381689;000A2DUGP
2155;UBS-JPM US EM D.BD1-5ADDL;SEAA;LU1645385839;000A2DUHR
2156;UBS-JPM US EM D.B1-5AAHEO;SEAB;LU1645386480;000A2DUHX
2157;MUL-LY.MSCI EMU (DR) D;LMVF;LU1646360971;000LYX0XB
2158;MUL-LX.EUROM.1-3Y I.G. A;LYQ2;LU1650487413;000LYX0XH
2159;MUL-LX.EUROM.3-5Y I.G. A;LYQ3;LU1650488494;000LYX0XJ
2160;MUL-L.EUROM.10-15YI.G. A;LYQ6;LU1650489385;000LYX0XF
2161;MUL-LX.EUROM.AL.M.I.G. A;LYQ1;LU1650490474;000LYX0XK
2162;MUL-LX.EUROM.INF.LINK. A;LYQ7;LU1650491282;000LYX0XL
2163;BNPPE.-MSCI E.M.SRI UEEOD;XU6C;LU1659681313;000A2H5E6
2164;BNP-MSCIKLD400USSRI UEEOD;XU6A;LU1659681669;000A2H5E5
2165;AROUNDTOWN EO-,01;AT1;LU1673108939;000A2DW8Z
2166;AIS-AM.FTSE EPRAEORE EOC;REAL;LU1681039480;000A2H58A
2167;AIS-AM.E.C.EX.FI.I. EOC;AFIN;LU1681040066;000A2H58M
2168;AIS-AM.E.C.EX.FI.I. EOC;AFIX;LU1681040140;000A2H58N
2169;AIS-AM.BBB E.C.IG EOC;CAB3;LU1681041387;000A2H59E
2170;AIS-AM.E.H.D.F.EOC;EHF1;LU1681041973;000A2H57N
2171;AIS-AM.MSCI WLD FIN.EOC;WDFI;LU1681045883;000A2H570
2172;AIS-AM.MSCI WLD E.EOC;WDNR;LU1681046006;000A2H57Y
2173;AIS-AM.G.H.E.B.I.G. EOC;DE5A;LU1681046691;000A2H58G
2174;AIS-AM.CAC 40 EOC;GC40;LU1681046931;000A2H59J
2175;AIS-AM.S+P500 BB EOC;B500;LU1681048127;000A2H562
2176;AIS-AM.S+P G.L.EOC;GLUX;LU1681048630;000A2H564
2177;BEFESA S.A.ORD.REG. EO 1;BFSA;LU1704650164;000A2H5Z1
2178;AIS-A.I.MSCI WRD UC.ETFDD;10AH;LU1737652237;000A2H9QY
2179;AIS-A.I.MSCI EUR.UC.ETFDD;10AI;LU1737652310;000A2H9QZ
2180;AIS-A.IN.MSCI E.M.UCETFDD;AEMD;LU1737652583;000A2H9Q0
2181;AIS-AM.I.FTSE E.N.G.UEUD;10AJ;LU1737652823;000A2H9Q1
2182;AIS-A.I.MSCI N.AM.UCETFDD;DNRA;LU1737653045;000A2H9Q2
2183;AIS-AM.I.JPM G.GBI G.UEUD;10AK;LU1737653631;000A2H9Q3
2184;AIS-A.IN.JPM EMU G.IGUEDD;10AL;LU1737653714;000A2H9Q4
2185;AIS-AM.I.BARC.EO ACUETFDD;DECR;LU1737653987;000A2H9Q5
2186;AIS-A.I.BA.G.A.500M UEDED;10AM;LU1737654019;000A2H9Q6
2187;MUL-LYX.MSCI EM ESG T.L.A;LESG;LU1769088581;000LYX0YG
2188;SOLIDARE REAL E.H.PLC EO1;SRH;MT0000580101;000A1JGT0
2189;KON. KPN NV         EO-04;KPN;NL0000009082;890963
2190;HEINEKEN          EO 1,60;HNK1;NL0000009165;000A0CA0G
2191;UNILEVER CVA    EO -,16;UNI3;NL0000009355;000A0JMZB
2192;KONINKL. PHILIPS EO -,20;PHI1;NL0000009538;940602
2193;AIRBUS;AIR;NL0000235190;938914
2194;AD PEPPER MEDIA   EO 0,05;APM;NL0000238145;940883
2195;AEGON NV (DEMAT.)   EO-12;AEND;NL0000303709;000A0JL2Y
2196;FUGRO NV CVA NAM.  EO-,05;F3D;NL0000352565;000A0ET3V
2197;NXP SEMICONDUCTORS EO-,20;VNX;NL0009538784;000A1C5WJ
2198;ASML HOLDING    EO -,09;ASME;NL0010273215;000A1J4U4
2199;FIAT CHRYSLER AUTOM. 0,01;2FI;NL0010877643;000A12CBU
2200;STEINHOFF INT.HLDG.EO-,50;SNH;NL0011375019;000A14XB9
2201;FERRARI N.V.;2FE;NL0011585146;000A2ACKK
2202;AHOLD DELHAIZE,KON.EO-,01;AHOG;NL0011794037;000A2ANT0
2203;ING GROEP NV      EO -,01;INN1;NL0011821202;000A2ANV3
2204;SHOP APOTHEKE EUROPE INH.;SAE;NL0012044747;000A2AR94
2205;QIAGEN NV         EO -,01;QIA;NL0012169213;000A2DKCH
2206;CATALIS SE NAM.      EO 1;XAE2;NL0012293955;000A2DPZ2
2207;FYBER N.V.  EO -,10;FBEN;NL0012377394;000A2DUJD
2208;INSTONE REAL EST.GRP EO 1;INS;NL0012757355;000A2JCTW
2209;ETFS COM.SEC.DZ06/UN.BULL;OD7H;DE000A0KRJZ9;000A0KRJZ
2210;ETFS COM.SEC.DZ06/UN.SLVR;OD7N;DE000A0KRJ51;000A0KRJ5
2211;ETFS COM.SEC.DZ06/UN.IDX;OD73;DE000A0KRKK9;000A0KRKK
2212;GOLD BULL.SECS 04/UND DZ;GG9B;DE000A0LP781;000A0LP78
2213;ETFS MET.SEC.DZ07/UN.XPT;VZLA;DE000A0N62D7;000A0N62D
2214;ETFS MET.SEC.DZ07/UN.XPD;VZLB;DE000A0N62E5;000A0N62E
2215;ETFS MET.SEC.DZ07/UN.XAG;VZLC;DE000A0N62F2;000A0N62F
2216;ETFS MET.SEC.DZ07/UN.XAU;VZLD;DE000A0N62G0;000A0N62G
2217;ETFS MET.SEC.DZ07/UN.BSKT;VZLE;DE000A0N62H8;000A0N62H
2218;DT.BOERSE COM. XETRA-GOLD;4GLD;DE000A0S9GB0;000A0S9GB
2219;ETFS COM.SEC.DZ08/UN.IDX;9GA9;DE000A0V9X09;000A0V9X0
2220;ETFS COM.SEC.DZ08/UN.IDX;4RTF;DE000A0V9X66;000A0V9X6
2221;ETFS COM.SEC.DZ08/UN.IDX;4RT8;DE000A0V9YZ7;000A0V9YZ
2222;ETFS COM.SEC.DZ08/UN.IDX;4RUE;DE000A0V9Y57;000A0V9Y5
2223;ETFS COM.SEC.DZ08/UN.IDX;4RUM;DE000A0V9ZC3;000A0V9ZC
2224;ETFS MET.SEC.DZ09/UN.XAU;GZUR;DE000A1DCTL3;000A1DCTL
2225;XTR P GOLD EUR H60;XAD1;DE000A1EK0G3;000A1EK0G
2226;XTR P PLATINUM EUR H60;XAD3;DE000A1EK0H1;000A1EK0H
2227;XTR P SILVER EUR H60;XAD2;DE000A1EK0J7;000A1EK0J
2228;XTR P PALLADIUM EUR H60;XAD4;DE000A1EK3B8;000A1EK3B
2229;XTR P GOLD EUR 60;XAD5;DE000A1E0HR8;000A1E0HR
2230;XTR P SILVER EUR 60;XAD6;DE000A1E0HS6;000A1E0HS
2231;SOURCE PHY.MRKT.ETC00 XAU;8PSG;DE000A1MECS1;000A1MECS
2232;ETFS H.COM.SEC.Z12/UN.IDX;00XN;DE000A1NZLN6;000A1NZLN
2233;ETFS H.COM.SEC.Z12/UN.IDX;00XQ;DE000A1NZLQ9;000A1NZLQ
2234;ETFS H.COM.SEC.Z12/UN.IDX;00XR;DE000A1NZLR7;000A1NZLR
2235;ETFS H.MET.SEC.Z12/UN.XAU;GBSE;DE000A1RX996;000A1RX99
2236;BOOST ISSUER SILV.ZT13/62;PCFG;DE000A1ZK3V1;000A1ZK3V
2237;BOOST ISSUER SILV.ZT13/62;PCFH;DE000A1ZK3W9;000A1ZK3W
2238;BOOST ISSUER GOLD ZT13/62;PCFN;DE000A1ZLCP4;000A1ZLCP
2239;BOOST ISSUER GOLD ZT13/62;PCFP;DE000A1ZLCQ2;000A1ZLCQ
2240;BOOST ISSUER ETP 2062;0LJE;DE000A18HC41;000A18HC4
2241;COMMERZBANK ETC UNL.;X001;DE000ETC0118;000ETC011
2242;COMMERZBANK ETC UNL.;X002;DE000ETC0126;000ETC012
2243;COMMERZBANK ETC UNL.;X0CI;DE000ETC0134;000ETC013
2244;COMMERZBANK ETC UNL.;X0CJ;DE000ETC0142;000ETC014
2245;COMMERZBANK ETC UNL.;X003;DE000ETC0159;000ETC015
2246;COMMERZBANK ETC UNL.;X004;DE000ETC0167;000ETC016
2247;COMMERZBANK ETC UNL.;X0CK;DE000ETC0175;000ETC017
2248;COMMERZBANK ETC UNL.;X0CL;DE000ETC0183;000ETC018
2249;COMMERZBANK ETC UNL.;X005;DE000ETC0191;000ETC019
2250;COMMERZBANK ETC UNL.;X006;DE000ETC0209;000ETC020
2251;COMMERZBANK ETC UNL.;X0CM;DE000ETC0217;000ETC021
2252;COMMERZBANK ETC UNL.;X0CN;DE000ETC0225;000ETC022
2253;COMMERZBANK ETC UNL.;X007;DE000ETC0233;000ETC023
2254;COMMERZBANK ETC UNL.;X008;DE000ETC0241;000ETC024
2255;COMMERZBANK ETC UNL.;X0CP;DE000ETC0258;000ETC025
2256;COMMERZBANK ETC UNL.;X0CQ;DE000ETC0266;000ETC026
2257;COMMERZBANK ETC UNL.;X0BH;DE000ETC0670;000ETC067
2258;COMMERZBANK ETC UNL.;X0BI;DE000ETC0688;000ETC068
2259;COMMERZBANK ETC UNL.;X0BL;DE000ETC0712;000ETC071
2260;COMMERZBANK ETC UNL.;X0BM;DE000ETC0720;000ETC072
2261;COMMERZBANK ETC UNL.;X0BQ;DE000ETC0753;000ETC075
2262;COMMERZBANK ETC UNL.;X0BR;DE000ETC0761;000ETC076
2263;COMMERZBANK ETC UNL.;X0BU;DE000ETC0795;000ETC079
2264;COMMERZBANK ETC UNL.;X0BV;DE000ETC0803;000ETC080
2265;BNP PAR.ISS. O.E. ETC XPD;BNQL;DE000PB8PAL7;000PB8PAL
2266;BNP PAR.ISS. O.E. ETC XAU;BNQJ;DE000PS7G0L8;000PS7G0L
2267;BNP PAR.ISS. O.E. ETC XAU;B4NV;DE000PB6G0E0;000PB6G0E
2268;BNP PAR.ISS. O.E. ETC XPD;B4NW;DE000PB6PAE6;000PB6PAE
2269;HENNES + MAURITZ B SK-125;HMSB;SE0000106270;872318
2270;ERICSSON A (FRIA);ERCG;SE0000108649;857463
2271;ERICSSON B (FRIA);ERCB;SE0000108656;850001
2272;SVENSKA CELL.B FRIA  SK10;SCA;SE0000112724;856193
2273;SVENSKA CELL.A FR.SK 3,33;SCA1;SE0000171886;895273
2274;SWEDISH MATCH;SWM;SE0000310336;900439
2275;BOLIDEN AB           SK 2;BWJ;SE0000869646;983215
2276;STOCKHOLM IT VENTURES AB;SVAB;SE0006027546;000A116BG
2277;HSBC EUR.ST.50 UC.ETF DZ;H4ZA;DE000A1C0BB7;000A1C0BB
2278;DK EURO STOXX 50;EL4B;DE000ETFL029;000ETFL02
2279;DK EO STOXX SEL.DIVID.30;EL4G;DE000ETFL078;000ETFL07
2280;DEKA EO ST.50(THES.)U.ETF;ELFA;DE000ETFL466;000ETFL46
2281;DK EO ISTO.EX F.D.+ U.ETF;ELFC;DE000ETFL482;000ETFL48
2282;COMSTAGE 1-EO ST.50 U.E.I;E950;DE000ETF9504;000ETF950
2283;IS.EO ST.SEL.DIV.30 U.ETF;EXSG;DE0002635281;263528
2284;ISHARES EO STOXX 50 U.ETF;EXW1;DE0005933956;593395
2285;LYX.EU.ST.50(DR)U.E. D;LYSX;FR0007054358;798328
2286;LYX.EURO ST.50D.(-1X)I. A;LSK7;FR0010424135;000A0MNT8
2287;LYX.EURO ST.50D.(-2X)I. A;LSK8;FR0010424143;000A0MNT7
2288;LYX.EURO ST.50D.(2X)L. A;LYMZ;FR0010468983;000LYX0BZ
2289;AMUNDI ETF LE.EO ST.50 D.;18MD;FR0010756072;000A0X8ZU
2290;AMUNDI ETF SH.EOSTXX 50 D;18MS;FR0010757781;000A0X8ZY
2291;BNPPE EUR.ST.50 U.ETF CEO;ETDD;FR0012739431;000A14UTE
2292;BNPPE EUR.ST.50 U.ETF DEO;ETBB;FR0012740983;000A14UTF
2293;ISHSII-EO STOXX50 X-F.EOA;IUSR;IE00BD5J2G21;000A1W8RE
2294;P.SHS EU.S.50 H.D.L.V.U.E;EHDV;IE00BZ4BMM98;000A2ABHF
2295;IS EURO DIVID.U.ETF EOD;IQQA;IE00B0M62S72;000A0HGV4
2296;SOURCE MKTS-S.EU.STXX50 B;S6X0;IE00B5B5TG76;000A0YESX
2297;ISHSVII-C.EO STXX50 EOACC;SXRT;IE00B53L3W79;000A0YEDJ
2298;SOURCE MKTS-S.EU.STXX50 A;SC0D;IE00B60SWX25;000A0RGCL
